file,meeting_title,start_time,bucket,label,description,num_evidence,evidence_quotes,cross_bucket_flag,admin_noise_flag,canonical,generic_flag,llm_contamination,evidence_support,label_accuracy,issue,off_topic,quality_score
276c425a-9758-4d6e-845b-688667b0d6d5.json,Quarry Flow Logistics + Voxel Intro Call,2023-12-09T20:00:00Z,safety_use_cases,No‑pedestrian zones and shortcut hazard control,"Define and enforce no‑pedestrian zones to stop unsafe shortcuts like jumping over tables, triggering alerts when people enter restricted areas.",3,"And then, of course, the shortcuts, where the guys want to jump the table instead of taking the long way around, making it a hazard | So what we can do is basically set a no pedestrian zone. | there's a zone that you don't want them to be, you can spark an incident and be notified.",True,False,No-Pedestrian Zone Enforcement,False,False,5,5,,False,5.0
276c425a-9758-4d6e-845b-688667b0d6d5.json,Quarry Flow Logistics + Voxel Intro Call,2023-12-09T20:00:00Z,safety_use_cases,Machine pinch‑point and safety‑device circumvention detection,Identify exposures at machine pinch points and detect when safety items/interlocks are bypassed to prevent injuries.,1,"we're looking for pinch points, people putting their hands in places or circumventing safety items",True,False,Pinch Point and Caught-In Hazards,False,False,5,5,,False,5.0
276c425a-9758-4d6e-845b-688667b0d6d5.json,Quarry Flow Logistics + Voxel Intro Call,2023-12-09T20:00:00Z,safety_use_cases,Second‑shift visibility (‘eye in the sky’),"Use AI from existing cameras to provide visibility on off‑hours and second shift, surfacing unsafe behaviors to enable proactive coaching and process changes.",3,"And probably the main reason why we were interested in technology is it's kind of difficult to have eyes all day at all times. We handle two different shifts | One's like looking at Voxel to get the eye in the sky, the areas that you don't have visibility, maybe specifically into that second shift to hopefully get out in front of the things or behaviors and coach to them or make process changes to avoid anything from happening. | That's right.",True,False,Second‑shift visibility (‘eye in the sky’),False,False,5,5,,False,5.0
276c425a-9758-4d6e-845b-688667b0d6d5.json,Quarry Flow Logistics + Voxel Intro Call,2023-12-09T20:00:00Z,safety_use_cases,Cross‑site safety analytics and benchmarking,"Aggregate and compare safety indicators (e.g., PPE compliance, incident trends) across multiple plants to identify leaders/laggards and drive culture and coaching changes.",3,"So right now we're looking at the all-sites dashboard within Voxel. | how many incidents over the last about a month. | it would be valuable to see if Puerto Rico is wearing their PPE better than a site and how to make a culture change or, like you say, a coaching change and get them on board.",True,False,Cross-Facility Benchmarking,False,False,5,5,,False,5.0
276c425a-9758-4d6e-845b-688667b0d6d5.json,Quarry Flow Logistics + Voxel Intro Call,2023-12-09T20:00:00Z,nonsafety_use_cases,Cross‑site safety analytics and benchmarking,"Aggregate and compare safety indicators (e.g., PPE compliance, incident trends) across multiple plants to identify leaders/laggards and drive culture and coaching changes.",3,"So right now we're looking at the all-sites dashboard within Voxel. | how many incidents over the last about a month. | it would be valuable to see if Puerto Rico is wearing their PPE better than a site and how to make a culture change or, like you say, a coaching change and get them on board.",True,False,Cross-Facility Benchmarking,False,False,5,1,"Label is clearly safety-related (PPE compliance, incident trends) but incorrectly bucketed as 'nonsafety_use_cases'",False,3.0
62a46298-0707-4ecf-b2a2-85b40e5ba070.json,Atlas Motive Operations Catchup,2023-07-23T21:00:00Z,safety_use_cases,Baseline and trend safety events (before/after) to measure impact,"Set up monitoring to capture a baseline and then compare data over time to show before/after differences, trend events, and understand the how/why behind changes.",3,"are you guys going to set this up in like a monitor thing where you're, before it actually goes live, where you can show the difference between the before and after? | we do strive to capture what it looked like when we started, and then, let's say, several months later or several months later, so that we can not only look at the data in terms of the trending of events, but also really understand and demonstrate the how and why behind it. | We then scope the camera together to identify what use cases we're looking for and where, and then we turn it on.",True,False,Impact Measurement and Trend Analysis,False,False,5,5,,False,5.0
62a46298-0707-4ecf-b2a2-85b40e5ba070.json,Atlas Motive Operations Catchup,2023-07-23T21:00:00Z,safety_use_cases,Reduce safety losses/incidents,Use the system to improve safety performance so losses go down and the organization becomes a better risk.,3,"Well, I think the hope is that, yeah, you know, your losses improve, and as you become a better risk, yeah, your premiums will be lowered. | overall, if your losses are steadily getting better, then, you know, your premium will be favorable. | it certainly shows that, you know, you have a safety culture and you're trying to get your losses down.",True,False,Reduce Injuries and Costs,False,False,5,4,,False,4.5
62a46298-0707-4ecf-b2a2-85b40e5ba070.json,Atlas Motive Operations Catchup,2023-07-23T21:00:00Z,nonsafety_use_cases,Lower workers’ comp premiums by demonstrating improved risk,Leverage the system to help drive lower insurance premiums in future renewals by improving losses and showing a stronger safety culture.,3,"For you, Harper, or even the guys at Willis, would this help drive, this type of system help drive a lower premium in the future as well, integrating this technology? | Well, I think the hope is that, yeah, you know, your losses improve, and as you become a better risk, yeah, your premiums will be lowered. | overall, if your losses are steadily getting better, then, you know, your premium will be favorable.",True,False,Lower workers’ comp premiums by demonstrating improved risk,False,False,5,4,,False,4.5
44dcf03a-68a7-4736-9e66-b16b6462bd2b.json, Foundry Harbor Manufacturing Call,2024-02-25T14:30:00Z,safety_use_cases,Ergonomics risk detection,Monitor improper bends and overreaching to flag ergonomic risks and score severity using body angulation.,3,"We have improper bends, overreachings, such as any ergonomic related observations here, and then person to vehicle, so person to pit, proximity and pit to pit proximity. | So improper bend and overreaching, basically it captures, you know, vast majority of overhead and then, you know, bending down behaviors that we would, that we would, that you would expect to see. | So everything's using the RIVA score and then we'll, we'll, we'll, um, mark the severity of the incidents based off the angulations of the body.",False,False,Ergonomic Risk Detection,False,False,5,5,,False,5.0
44dcf03a-68a7-4736-9e66-b16b6462bd2b.json, Foundry Harbor Manufacturing Call,2024-02-25T14:30:00Z,safety_use_cases,PIT/pedestrian and PIT-to-PIT proximity,"Detect and report close interactions between forklifts and pedestrians, and between forklifts.",2,"We have improper bends, overreachings, such as any ergonomic related observations here, and then person to vehicle, so person to pit, proximity and pit to pit proximity. | Next thing would be forklift traffic and a forklift in a cross pattern.",False,False,PIT-Pedestrian Proximity Monitoring,False,False,5,5,,False,5.0
44dcf03a-68a7-4736-9e66-b16b6462bd2b.json, Foundry Harbor Manufacturing Call,2024-02-25T14:30:00Z,safety_use_cases,Truck going off dock detection,Monitor docks to detect and prevent trucks or forklifts going off the dock edge.,2,"trucks going off docks. | I said, for trucks going off the dock.",False,False,Dock Safety Monitoring,False,False,5,5,,False,5.0
44dcf03a-68a7-4736-9e66-b16b6462bd2b.json, Foundry Harbor Manufacturing Call,2024-02-25T14:30:00Z,safety_use_cases,PPE safety vest compliance,Ensure workers wear safety vests in required zones and exclude designated walkways where vests are not required.,4,"Any PPE? | Safety vests? | Vests, yes. | Everybody in that area should have a vest on.",False,False,PPE Compliance Monitoring,False,True,3,3,Evidence confirms vest detection but does not support the specific claims about 'required zones' or 'excluding designated walkways' mentioned in the description.,False,3.0
44dcf03a-68a7-4736-9e66-b16b6462bd2b.json, Foundry Harbor Manufacturing Call,2024-02-25T14:30:00Z,safety_use_cases,Cellphone distraction while walking,Identify employees walking while looking at their phones to address distraction-related hazards.,3,"Employees looking at their phone and walking. | That would be the biggest thing. | It's an area, a use case we're looking into.",False,False,Cellphone Distraction Detection,False,False,5,5,,False,5.0
44dcf03a-68a7-4736-9e66-b16b6462bd2b.json, Foundry Harbor Manufacturing Call,2024-02-25T14:30:00Z,safety_use_cases,Crosswalk compliance monitoring,Track that pedestrians use designated crosswalks within the facility.,2,"But should be at the designated walkway, because where you have the end of the rack on your left. | One of things also, we want to make sure that employees are following the crosswalks, but there's no designated stops for co-drivers.",False,False,Crosswalk and Walkway Compliance,False,False,4,3,Label says 'pedestrians' but evidence clearly refers to 'employees'; also 'within the facility' is vague compared to evidence mentioning racks and specific walkway context,False,3.5
44dcf03a-68a7-4736-9e66-b16b6462bd2b.json, Foundry Harbor Manufacturing Call,2024-02-25T14:30:00Z,safety_use_cases,No-pedestrian zones in docks/aisles,Define and enforce no-pedestrian zones to minimize foot traffic through dock areas and high-risk aisles.,2,So we don't want any foot traffic from the docks. | And there'll be a no-ped zone as well.,False,False,No-Pedestrian Zone Enforcement,False,False,4,5,,False,4.5
44dcf03a-68a7-4736-9e66-b16b6462bd2b.json, Foundry Harbor Manufacturing Call,2024-02-25T14:30:00Z,safety_use_cases,Obstruction/egress/walkway clearance monitoring,"Alert on materials obstructing taped no-parking zones, fire equipment, exits, walkways, and forklift aisles with time thresholds.",5,"So that means that nothing should be parked over there. | There should be no materials sitting over there at all. | Like 60 seconds? | In any walkways, we don't want material sitting on the walkways for more than a minute. | You don't want anything in the middle of any of those areas.",False,False,Obstruction and Egress Monitoring,False,False,5,5,,False,5.0
44dcf03a-68a7-4736-9e66-b16b6462bd2b.json, Foundry Harbor Manufacturing Call,2024-02-25T14:30:00Z,safety_use_cases,Door open duration policy enforcement (electrical and dock doors),"Monitor door open durations: electrical room doors should not be open, and dock doors should remain closed unless loading/unloading; flag open dock doors with no trailer.",8,"Anything around like open door duration that we want to track here? | It's just an electrical door. | So we shouldn't have it open. | Technically, they're not supposed to leave the doors open unless they're loading or unloading. | That one's open and there's no truck in the door. | That's a safety violation. | So let's set this maybe to start with tens of minutes and see what type of data we're getting. | It should not be open.",False,False,Dock Safety Monitoring,False,False,5,5,,False,5.0
44dcf03a-68a7-4736-9e66-b16b6462bd2b.json, Foundry Harbor Manufacturing Call,2024-02-25T14:30:00Z,safety_use_cases,Forklifts entering dock on red light,Detect forklifts entering a dock when the dock light is red.,3,"Is there any way you could move that zone to cover that light on the dock, the dock light? | Because I want to see if forklifts are entering the docks when it's red. | So can't exactly do that today, but I'm trying to think.",False,False,Fire Door and Dock Door Monitoring,False,False,5,5,,False,5.0
44dcf03a-68a7-4736-9e66-b16b6462bd2b.json, Foundry Harbor Manufacturing Call,2024-02-25T14:30:00Z,safety_use_cases,Forklift driving direction with obstructed view,Verify forklift drivers are driving backwards when their forward view is blocked by loads or racks.,2,"Like one of the things is, you know, are the 4K drivers driving backwards when they have tracks in front that might block their view? | Let's just get that added.",False,False,Unsafe Forklift Load Handling,False,False,5,4,,False,4.5
44dcf03a-68a7-4736-9e66-b16b6462bd2b.json, Foundry Harbor Manufacturing Call,2024-02-25T14:30:00Z,safety_use_cases,Collision/impact detection on yellow posts,Detect forklift impacts with protective yellow posts to address collision hotspots.,1,One of the things that we do find is the folk of ours do hit those yellow posts quite a bit.,False,False,Impact and Collision Detection,False,False,5,5,,False,5.0
44dcf03a-68a7-4736-9e66-b16b6462bd2b.json, Foundry Harbor Manufacturing Call,2024-02-25T14:30:00Z,safety_use_cases,Forklift pre-use inspection compliance,Check whether drivers are taking time to complete required forklift inspections before operation.,1,"Doing the forklift inspection or taking the time, but I don't know how that is, how we can do that.",False,False,Forklift Pre-Use Inspection Compliance,False,False,4,5,,False,4.5
44dcf03a-68a7-4736-9e66-b16b6462bd2b.json, Foundry Harbor Manufacturing Call,2024-02-25T14:30:00Z,nonsafety_use_cases,Fork truck idle time monitoring (via Sterling Axis Insights),"Track forklift idle time, which the team plans to monitor using Sterling Axis Insights rather than Voxel.",3,"Do you want to do fork truck idle time or no? | So we're installing the Sterling Axis Insights, so we don't really need that. | Once that's installed, it'll tell us idle time.",False,False,Forklift Idle Time Monitoring,False,False,5,5,,True,5.0
44dcf03a-68a7-4736-9e66-b16b6462bd2b.json, Foundry Harbor Manufacturing Call,2024-02-25T14:30:00Z,nonsafety_use_cases,Charger parking duration telemetry,"Measure how long forklifts remain at the charging station, though the team does not see a need for this right now.",2,"You still have the existing vehicle use cases over there, mean, anything around parking duration to see if they're, how long they're on the charger? | No, it's like, you know, they just arrive and they just jump on the lift and unplug and they go, you know.",False,False,Forklift Idle Time Monitoring,False,False,5,4,,False,4.5
eca035c7-1e29-4bfc-adbf-ae4c7937c9dc.json,Forge Axis Solutions / Voxel Bi-Weekly Sync,2024-01-23T18:00:00Z,safety_use_cases,Detect safety glasses (PPE) presence,"Customer wants the system to detect whether people are wearing glasses/safety eyewear to support PPE compliance, even if it can’t distinguish prescription vs. safety glasses.",4,"We wanted to ask, does the system, could the system check for glasses? | No, you're like safety glasses? | I know it probably wouldn't, yeah, wouldn't differ, it wouldn't, I know it'd be hard for it to tell whether prescription or safety glasses, but just glasses in general. | Not at this time, but that is something the team may consider in the future.",True,False,PPE Compliance Monitoring,False,True,5,5,,False,5.0
eca035c7-1e29-4bfc-adbf-ae4c7937c9dc.json,Forge Axis Solutions / Voxel Bi-Weekly Sync,2024-01-23T18:00:00Z,safety_use_cases,Monitor no-pedestrian zones and hotspots,"Use Voxel to capture and quantify no-ped zone events, identify high-risk areas (assembly cells and tempering), review videos, and inform changes.",5,"I mean, the thing that stands out is that, you know, the no-ped zone. | Y'all have, in the last about a month, a little over 41,000. | Yeah, and we know our big areas is between our assembly cells and then over in tempering. | So, yeah, it is capturing, and we are looking at the videos. | We just, it'll be a big project to put in and make changes and such.",True,False,No-Pedestrian Zone Enforcement,False,False,5,5,,False,5.0
eca035c7-1e29-4bfc-adbf-ae4c7937c9dc.json,Forge Axis Solutions / Voxel Bi-Weekly Sync,2024-01-23T18:00:00Z,safety_use_cases,Ergonomics risk monitoring,Leverage the system for ergonomic-related observations in addition to pedestrian safety.,1,"It's been so helpful, not just for like the pedestrian stuff or the ergonomic stuff, but we've had some incidents where we've been able to go back and look at those because of the cameras just simply being there.",True,False,Ergonomic Risk Detection,False,False,3,4,Evidence mentions ergonomic stuff only in passing without detail on how system is actually used for ergonomics monitoring,False,3.5
eca035c7-1e29-4bfc-adbf-ae4c7937c9dc.json,Forge Axis Solutions / Voxel Bi-Weekly Sync,2024-01-23T18:00:00Z,safety_use_cases,Post-incident video review,Use camera footage to review incidents after they occur to understand what happened.,1,we've had some incidents where we've been able to go back and look at those because of the cameras just simply being there.,True,False,Video Incident Review,False,False,5,5,,False,5.0
eca035c7-1e29-4bfc-adbf-ae4c7937c9dc.json,Forge Axis Solutions / Voxel Bi-Weekly Sync,2024-01-23T18:00:00Z,safety_use_cases,Assign incidents and track accountability,Share the platform with managers/supervisors to assign safety follow-ups and track open/resolved actions and accountability.,4,"we do want to get it to the managers and supervisors so then we can actually start assigning stuff to the supervisors. | And so it's going to be different the way that you assign incidents. | So you're going to be able to report out on, like, what actions were open, what are resolved, and what is going on. | And we're really going to be able just to track that accountability piece more than we can today.",True,False,Action Tracking and Accountability,False,False,5,5,,False,5.0
eca035c7-1e29-4bfc-adbf-ae4c7937c9dc.json,Forge Axis Solutions / Voxel Bi-Weekly Sync,2024-01-23T18:00:00Z,nonsafety_use_cases,Assign incidents and track accountability,Share the platform with managers/supervisors to assign follow-ups and use enhanced reporting to track open/resolved actions and accountability.,4,"we do want to get it to the managers and supervisors so then we can actually start assigning stuff to the supervisors. | And so it's going to be different the way that you assign incidents. | So you're going to be able to report out on, like, what actions were open, what are resolved, and what is going on. | And we're really going to be able just to track that accountability piece more than we can today.",True,False,Action Tracking and Accountability,False,False,5,3,"Label should be bucketed as 'safety_use_cases' since assigning and tracking accountability for incidents is core safety management functionality, not a non-safety use case.",False,4.0
031a0de2-6254-464a-9dc8-6b8accf041e6.json,Ember Transit Logistics / Voxel Monthly,2024-06-22T20:30:00Z,safety_use_cases,Housekeeping: product on floor and palletization,Address frequent product left on the floor by ensuring items are staged on pallets to reduce safety hazards.,3,"I would say Ember Transit Logistics's biggest issue is constant product on the floor. | Just make sure products on a pallet. | I'm not going to, you know, make sure there's a pallet under the box.",False,False,Pallet Handling Safety,False,False,5,4,,False,4.5
031a0de2-6254-464a-9dc8-6b8accf041e6.json,Ember Transit Logistics / Voxel Monthly,2024-06-22T20:30:00Z,safety_use_cases,Ergonomic overreach prevention,Reduce high overreach by properly palletizing and staging product instead of pushing items on the floor.,2,"tell them to put the product on the pallet. | Quit pushing it on the floor to get this, you know, high overreach.",False,False,Ergonomic Risk Detection,False,False,4,4,,False,4.0
031a0de2-6254-464a-9dc8-6b8accf041e6.json,Ember Transit Logistics / Voxel Monthly,2024-06-22T20:30:00Z,safety_use_cases,Safe tool use for packaging (no tearing tape with teeth),Prevent injuries from tearing tape with teeth by using the proper hand wrap tool.,3,"Don't use your teeth to tear the tape. | That's how you cut your mouth. | But right, guys, that simple communication to say, use your hand wrap tool to cut it off.",False,False,Safe Tool and Packaging Practices,False,False,5,5,,False,5.0
031a0de2-6254-464a-9dc8-6b8accf041e6.json,Ember Transit Logistics / Voxel Monthly,2024-06-22T20:30:00Z,safety_use_cases,PIT use compliance for material movement,Encourage use of powered industrial trucks when moving items instead of manual handling to reduce risk.,1,"Please use your pit when you're moving things, right?",False,False,Safe Tool and Packaging Practices,False,False,2,3,Evidence is a single brief quote that only partially supports the described use case; unclear if this is about compliance monitoring or just general encouragement,False,2.5
031a0de2-6254-464a-9dc8-6b8accf041e6.json,Ember Transit Logistics / Voxel Monthly,2024-06-22T20:30:00Z,safety_use_cases,Timely corrective actions and due dates for high-severity safety events,Use Voxel actions with defined due dates to ensure prompt closure of high-risk safety items per SOPs.,5,"Now we have actions where I'll give you a time frame that you have till a week from today to finish it. | I think that's effective, but at least we can start with, hey, your due date's X. | our SOP for the highs are within several hours. | So maybe like a few days. Let's do it that way. | through actions to keep that accountability loop going and closing all of those open items.",False,False,Actions Workflow and Coaching,False,False,5,5,,False,5.0
031a0de2-6254-464a-9dc8-6b8accf041e6.json,Ember Transit Logistics / Voxel Monthly,2024-06-22T20:30:00Z,nonsafety_use_cases,Supervisor training and adoption support,"Provide targeted, condensed training and outreach to supervisors—especially non-users—to make Voxel usage consistent and efficient.",4,"And directly train them. | So that they know exactly how to use Voxel, because I think something that typically customers see as a deterrent at first is they go in, they don't know what to look for, and they think, oh my God, the volume of events is so high. | I think maybe if you wouldn't even mind, maybe the ones that are not doing it, because those would be the ones that are really kind of, worried about with them, why aren't they at least going in there once or logging in? | go into the dashboard five or a few minutes a couple of times per week.",False,False,Implementation and Training Optimization,True,False,5,3,Label should be in 'safety_use_cases' bucket - supervisor training on safety event detection is core to Voxel's safety platform purpose,False,4.0
031a0de2-6254-464a-9dc8-6b8accf041e6.json,Ember Transit Logistics / Voxel Monthly,2024-06-22T20:30:00Z,nonsafety_use_cases,Usage analytics to monitor and pinpoint adoption,Leverage the new homepage data to see who is logging in and use it to pinpoint managers and drive accountability.,2,"I really love the new page, the first page where I'm able to get all the data and the accurate of everybody who's been on. | Being used and, you know, through the program, giving me all that data has been really helpful to really pinpoint with these managers.",False,False,Platform Adoption Analytics,False,False,4,3,Label could be more specific about what 'adoption' means (platform usage vs safety program engagement); bucket might be incorrect if monitoring is safety-related,False,3.5
031a0de2-6254-464a-9dc8-6b8accf041e6.json,Ember Transit Logistics / Voxel Monthly,2024-06-22T20:30:00Z,nonsafety_use_cases,Voxel-assigned actions to drive engagement and accountability,Have the Voxel team assign low-hanging fruit actions to specific supervisors with Tara CC’d to help drive the work and re-engage users.,3,"I can see something that's low-hanging fruit, and I can assign the action, and I can make you the CC, the contributor. | As long as I know, person and shift, I can coordinate with my team to go, just give me one a day, or whatever you give me as a list. | now work at Ember Transit Logistics, and just dip the toe back in there a little bit, get them feeling good about it, commenting on it.",False,False,Action Tracking and Accountability,False,False,5,3,Label is somewhat vague - doesn't clearly indicate this is about re-engagement strategy rather than a product feature; bucketing as 'nonsafety' may be debatable as this could support safety workflows,False,4.0
dd2a6900-b843-4234-88ac-ecaa37ab4750.json,Voxel <> Noble Base Supply continued ,2023-07-09T14:30:00Z,safety_use_cases,Ergonomic improper bending detection,Detect and quantify improper bends and lifts to target high-risk areas and reduce ergonomic injuries.,4,"So with the Voxel platform, obviously, very similar to the no stop and the forklift rules, but we're going to be able to see the, you know, the day in which our incidents happened most frequently. | what you're going to see is this red, yellow, and green muscular skeleton overlay on every person in the frame that starts to bend in a way they shouldn't be. | as we start to, you know, bend down and lift improperly from our legs, we're going to start to flag that as, you know, an ergonomic risk within the platform. | this will help us be able to look at their motions and see opportunities to be more proactive in terms of reducing potential injuries.",False,False,Ergonomic Risk Detection,False,False,5,5,,False,5.0
dd2a6900-b843-4234-88ac-ecaa37ab4750.json,Voxel <> Noble Base Supply continued ,2023-07-09T14:30:00Z,safety_use_cases,Ergonomic overreaching and overhead lifting risk,"Identify overreaching and overhead lifts (e.g., from high pallet stacking) and drive simple changes like limiting stack height to reduce severity of ergonomic alerts.",3,"We'll go to overreaching, another part of the ergonomic piece. | If we watch in the bottom portion of the screen here, lifting overhead, you know, every day people are doing this, but we're not catching this every single day. | We simply met with the team and we said, hey, we cannot be stacking the pallets, you know, 10, 11, 12, 13 pallets high. Let's cut it at 3.",False,False,Ergonomic Risk Detection,False,False,5,5,,False,5.0
dd2a6900-b843-4234-88ac-ecaa37ab4750.json,Voxel <> Noble Base Supply continued ,2023-07-09T14:30:00Z,safety_use_cases,Stop sign compliance (No Stop) monitoring,Monitor and report instances of vehicles running stop signs at aisle intersections to prevent PIT-pedestrian conflicts and track improvement over time.,2,"we have these stop signs in place within the facility. All day long, people are going to run through these. And we want to know how many times people are actually running through these stop signs because eventually, you know, we might make connection with that person crossing the aisleway here. | So again, going to flag that to you guys instantaneously. You're going to be able to get that, you know, 30, 60, 90 report on how you're improving or, you know, maybe we're getting worse on it and we need to go back to the drawing board here and make some operational changes.",False,False,Intersection Stop Compliance,False,False,5,4,,False,4.5
dd2a6900-b843-4234-88ac-ecaa37ab4750.json,Voxel <> Noble Base Supply continued ,2023-07-09T14:30:00Z,safety_use_cases,"Housekeeping hazard monitoring (exits, walkways, debris)","Detect and alert on blocked emergency exits, clutter in pedestrian walkways, and debris like plastic on floors using customizable dwell-time thresholds to reduce tripping and egress hazards.",5,"I think some of the common things that we would want to have this help is, just like you said, right, clutter, especially on emergency exits. | Another thing that I said that I would see is probably overflowing of bins, dumping their trash or plastic, and then that can cause the plastic to kind of fall on the floor. | We set this up where we don't want anything blocking these exit doors because, you know, there's a fire extinguisher right here. We can't have a pallet in front of that fire extinguisher. This door needs to be accessible as a fire exit. | if that garbage can sits there for more than 60 seconds, 90 seconds, a few minutes, then you'll get that alert. | if anything steps, or not steps, but gets inside of that pedestrian walkway for more than a few minutes, it's considered a tripping hazard. So we will alert you.",False,False,Obstruction and Egress Monitoring,False,False,5,5,,False,5.0
dd2a6900-b843-4234-88ac-ecaa37ab4750.json,Voxel <> Noble Base Supply continued ,2023-07-09T14:30:00Z,safety_use_cases,PIT-to-PIT proximity detection,Detect forklifts operating too close to each other to surface near-miss conditions that operators may not report.,2,"Let's do a, we can do pit proximity right here. | So this is going to be for the forklift to forklift. I've obviously big jam up right here. And. Stuff like this, know, these guys are working in close quarters all day long. Like they're not going to stop and report this on each other because they just want to get the job done and as quickly as possible.",False,False,PIT-to-PIT Proximity Monitoring,False,False,5,5,,False,5.0
dd2a6900-b843-4234-88ac-ecaa37ab4750.json,Voxel <> Noble Base Supply continued ,2023-07-09T14:30:00Z,safety_use_cases,PIT-to-pedestrian proximity and walkway enforcement,Alert when pedestrians get too close to moving forklifts and enforce defined or AI-drawn pedestrian walkways to prevent PIT-pedestrian incidents.,3,"Do you have any videos that sort of help, you know, to see when people are close or head to a pit? | boom, this guy is within three feet of a moving forklift underneath that suspended object. He, once he gets too close, that red line is going to flash red and you're going to get that alert. | if you have, you know, those defined, semi-defined walkways, we're going to draw those invisible AI rules on that walkway. So what we're going to say is if a forklift crosses into that walkway, we want an alert. If a human leaves that walkway and gets too close to a forklift, we're going to get that alert.",False,False,PIT-Pedestrian Proximity Monitoring,False,False,5,5,,False,5.0
dd2a6900-b843-4234-88ac-ecaa37ab4750.json,Voxel <> Noble Base Supply continued ,2023-07-09T14:30:00Z,safety_use_cases,No pedestrian zone enforcement,"Define restricted areas where pedestrians should not enter (e.g., loading or machinery zones) and alert on violations.",1,"that goes for the same for the no pedestrian zone use case. So if there's areas in which the facility people should not be walking, maybe there is, you know, a loading area, um, an area where machinery people should not be near the machinery, we can set those rules for you as well.",False,False,No-Pedestrian Zone Enforcement,False,False,5,5,,False,5.0
dd2a6900-b843-4234-88ac-ecaa37ab4750.json,Voxel <> Noble Base Supply continued ,2023-07-09T14:30:00Z,nonsafety_use_cases,Safety reporting and coaching workflows,"Track compliance trends, assign incidents to team members, and close coaching loops with real-time, downloadable reports.",4,"you're going to be able to get that, you know, 30, 60, 90 report on how you're improving or, you know, maybe we're getting worse on it and we need to go back to the drawing board here and make some operational changes. | assigning these incidents to specific team members to close that coaching loop... Kimberly's been assigned seven. She's only completed and coached on four of those seven loops. | We can then implement this bar onto this graph and we can see how we're trending up or we're trending down after that rule change was made. | It's all going to populate in real time. So you're going to know exactly what is going on.",False,False,Safety Analytics and Reporting,False,False,5,3,"Label describes safety-related workflows (compliance trends, incident assignment, coaching) but is categorized as 'nonsafety_use_cases' - appears to be misclassified",False,4.0
dd2a6900-b843-4234-88ac-ecaa37ab4750.json,Voxel <> Noble Base Supply continued ,2023-07-09T14:30:00Z,nonsafety_use_cases,Cross-site and shift compliance benchmarking,Compare compliance across sites and shifts to pinpoint problem areas and target communications or operational changes.,2,"You're going to be able to see that overarching site view. So when we look at this specific use case across all sites, we can easily pinpoint which site is, you know, the least compliant for the rules we have in place. | we can see which shift is being the most compliant with the rules we have in place... we need to go back to the drawing board here and, you know, mention this on our Friday stand-up to all shifts.",False,False,Safety Analytics and Reporting,False,False,5,3,"Label should be bucketed as 'safety_use_cases' since compliance monitoring (PPE, safety rules) is core to Voxel's safety platform, not a non-safety use case.",False,4.0
dd2a6900-b843-4234-88ac-ecaa37ab4750.json,Voxel <> Noble Base Supply continued ,2023-07-09T14:30:00Z,nonsafety_use_cases,Integration with an external workflow tool via API/data export,Export or push safety data directly into an external workflow tool to keep reporting consolidated in existing systems.,1,"We're going to be able to push that safety data into an external workflow tool, either by downloading and uploading the data or by using an API to push it directly over.",False,False,System Integration and Data Export,False,False,5,5,,False,5.0
dd2a6900-b843-4234-88ac-ecaa37ab4750.json,Voxel <> Noble Base Supply continued ,2023-07-09T14:30:00Z,nonsafety_use_cases,Reduce time spent on manual observations,Use automated video analyses to quickly surface risk areas and save time compared to standing on the floor observing workers.,1,"within 10, 15 seconds of clicking on this, this use case in the platform, you're going to be able to target that area of concern very quickly. I'm going to save you time from, you know, standing out there all day and watching two, three people.",False,False,Warehouse Productivity Optimization,False,False,5,3,Label should be categorized as 'safety_use_cases' since reducing manual observation time for risk areas is directly related to workplace safety processes.,False,4.0
980ead37-1d6b-4667-83b2-04150d12e552.json,Bridge Mill Transport / Voxel Bi-Weekly Sync,2023-04-23T21:00:00Z,safety_use_cases,Monitor freezer roll-up door open duration to prevent black ice,Track door open/propped-open duration on a freezer roll-up door to reduce black ice formation and isolate if the issue occurs at night.,5,"So we currently have a, you know, a certain issue with one of our roll-up doors. | So, just the blower with it in the freezer is basically, it's causing a lot of black ice, right? | So they can, you know, kind of take a look at the open door duration on that. | But from my engine, what engineering is telling me is being propped open. | If it is something that happens at night, where it's like kind of less visibility, then I can kind of, you know, track that.",True,False,Dock Safety Monitoring,False,False,5,5,,False,5.0
980ead37-1d6b-4667-83b2-04150d12e552.json,Bridge Mill Transport / Voxel Bi-Weekly Sync,2023-04-23T21:00:00Z,safety_use_cases,"Detect PIT–pedestrian proximity, PIT–PIT interactions, PPE compliance, and spills","Use Voxel to monitor person-to-PIT and PIT-to-PIT interactions, safety vests, and spills in relevant dock areas.",4,"It looks like a lot of what we're capturing is person-to-pit, pit-to-pit, and PPE. | So, safety vests. | So we'll do the, you know, just the, you know, person pit proximity, safety vest. | Of course, pit to pit, spill.",True,False,"Detect PIT–pedestrian proximity, PIT–PIT interactions, PPE compliance, and spills",False,False,5,5,,False,5.0
