canonical_name,member_labels,generic_flag,generic_reason,bucket,contamination_flag
Report Export and Subscriptions,"['Monthly reporting/data export to support internal shift-level reporting', 'Report subscriptions and exports (PDF/CSV/PPT) for stakeholder sharing', 'Embed incident videos in presentation decks', 'Quarterly shareholder reporting', 'Automated reporting and notifications', 'Automated weekly snapshots and data delivery', 'Daily summary email delivery and notifications', 'Email summaries for insight without platform login']",False,,nonsafety,False
Restricted Area and Access Control,"['No‑pedestrian zone and after‑hours presence monitoring for LP/security', 'Restricted access behind registers and counters using rules/uniforms', 'Security/area control and after-hours presence detection', 'After-hours restricted area monitoring (time-based no-ped zones)', 'Area controls (restricted zones and product placement policies)', 'Unauthorized access/security breach detection with alerts', 'After-hours presence/time-based access monitoring', 'Tune no-pedestrian zone detection to reduce alert noise']",False,,nonsafety,False
Gamification and Engagement,"['Team engagement leaderboards and gamification', 'Gamify adoption and safety behaviors']",False,,nonsafety,False
Customer Service Monitoring,"['Customer service area staffing monitoring', 'Customer service alerts at fabric cutting and service areas']",False,,nonsafety,False
Customer Incident Evidence,"['Customer-incident evidence capture and faster closure', 'Retail front-of-store liability reduction', 'Near-miss and property damage data for AP claims/investigations', 'Retail floor hazard detection to reduce liability exposure']",False,,nonsafety,False
Merchandising and Dwell Analytics,['Merchandising analytics: dwell/end-cap engagement'],False,,nonsafety,False
Contract and Commercial Terms,"['Contract renewal language clarification', 'Update contracts to reflect new leadership and stakeholders', 'Timing follow-up around internal planning', 'Longer-term commercial options']",True,"These describe contract administration and procurement processes, not product use cases.",nonsafety,False
Facial Recognition and Identity,"['Facial recognition to identify individuals in footage', 'Identity resolution for incident investigations (facial recognition request)']",False,,nonsafety,False
Maintenance Window Management,"['Maintenance window suppression (no incident capture during scheduled work)', 'Exclude planned events from analytics to avoid skewed metrics']",False,,nonsafety,False
Camera Coverage Expansion,"['Increase camera coverage for monitoring and business case', 'Camera coverage planning and rescoping to address blind spots', 'Re-scope cameras/zones to manage alert volume and reduce false positives']",False,,nonsafety,False
Perimeter and Yard Security,"['Perimeter fence intrusion/security monitoring', 'Security monitoring use cases (yard/internal)', 'Facility security monitoring with CCTV', 'Security monitoring (license plate recognition and restricted-hours alerts)']",False,,nonsafety,False
Traffic Flow and Congestion,"['Reduce Chipotle dry dock congestion by splitting shifts', 'Address PIT parking duration impacting aisle flow at central crossway', 'Aisle obstruction and pallet buildup monitoring to improve pallet flow', 'Operations analytics: congestion and repeated task measurement', 'Conveyor congestion detection for operational efficiency', 'Heat maps to identify operational bottlenecks and movement patterns', 'Conveyor jam/no-obstruction detection and root-cause review']",False,,nonsafety,False
Dock Equipment Monitoring,['Detect equipment set on dock plates'],False,,nonsafety,False
Platform Updates and Communication,['Advance notification of platform/UI changes'],True,"This is a vendor communication preference, not a product use case.",nonsafety,False
Forklift Intersection Compliance,['Forklift stop-at-intersection compliance tracking and analytics'],False,,nonsafety,False
Incident Type Standardization,['Standardize monitored incident types across sites'],False,,nonsafety,False
Heatmap Analytics,"['Heatmap-based prioritization of reviews', 'Access to heatmap exploration tools for power users', 'Per-camera heatmap drill-down by incident type for analysis', 'Site report and heatmap analytics to find hotspots by camera/time and track outcomes', 'Use heatmaps and claims data to target and validate impact', 'Heatmaps analytics to prioritize focus']",False,,nonsafety,False
PIT Parking Duration Monitoring,"['PIT parking duration monitoring and camera zone tuning', 'Parking duration monitoring', 'PIT parking duration and dwell-time analytics for operational flow']",False,,nonsafety,True
Equipment Condition Monitoring,"['Equipment issue monitoring', 'Early issue detection for downtime prevention', 'Operational anomaly detection']",False,,nonsafety,False
Fire Detection in Mills,['Early fire-related issue detection in mills'],False,,nonsafety,False
Mobile Camera Security,['Prevent theft/tampering of mobile camera units'],False,,nonsafety,False
Video Footage Retrieval,"['Video footage retrieval', 'Link incident logs to camera footage for leader review', 'Accelerate incident investigations with timestamps']",False,,nonsafety,False
Business Case Development,"['Business case support for internal stakeholders', 'Build business case and drive cultural/retention benefits with Voxel']",True,"These describe internal justification processes, not specific product use cases.",nonsafety,False
Fixed Camera Pilot,['Pilot Voxel on an existing fixed-camera area'],True,"This describes a deployment approach, not a specific use case.",nonsafety,False
Intervention Impact Tracking,"['Post-intervention markers and trend analysis for ROI', 'Change management impact tracking and leadership storytelling', 'Quantify impact of safety interventions with leading indicators and markers', 'Track intervention impact with platform markers', 'Monitor progress and impact of pilots/program changes']",False,,nonsafety,False
AI vs Human Coverage Comparison,['Continuous AI safety coverage vs human observation'],False,,nonsafety,False
Quality Inspection,"['Quality inspection via computer vision', 'Quality control visual inspection with cameras']",False,,nonsafety,False
Skeleton Overlay for Review,['Skeleton overlay on action videos to aid review'],False,,nonsafety,False
Cross-Facility Benchmarking,"['Cross-facility summary view for benchmarking', 'Enterprise analytics and benchmarking across sites', 'Cross‑site safety analytics and benchmarking']",False,,nonsafety,False
Legacy System Upgrade,['Upgrade legacy NVR/VMS with AI capabilities'],False,,nonsafety,False
IT Vetting and Compliance,"['AI governance and security compliance review', 'Cross-functional IT vetting and stakeholder alignment for adoption', 'Simple integration with an existing camera platform and IT onboarding']",True,"These describe procurement and IT review processes, not specific use cases.",nonsafety,False
Vendor Evaluation,"['Cost-sensitive vendor evaluation (incl. Falcon Peak Vision)', 'Select scalable, multi-domain solutions within budget constraints']",True,"These describe procurement evaluation processes, not specific use cases.",nonsafety,False
Drone Inspection,['Drone-based remote inspection and auditing'],True,This is a separate technology mention unrelated to Voxel's core computer vision product.,nonsafety,False
Third-Party System Implementation,['Implementing VelocityEHS system'],True,This mentions a separate third-party system unrelated to Voxel use cases.,nonsafety,False
No-Idling Zone Enforcement,"['No-idling/no-standing enforcement in parking and no-traffic areas', 'Vehicle idling monitoring (ports)']",False,,nonsafety,False
Platform Adoption Analytics,"['Platform adoption and usage analytics reporting', 'Usage analytics to monitor and pinpoint adoption', 'Broaden platform engagement via role-based access and targeted boards']",False,,nonsafety,False
Retail Expansion Planning,['Potential expansion to retail stores'],True,"This is a future expansion consideration, not a current use case.",nonsafety,False
Detection Accuracy Validation,"['Validate detection accuracy/precision and false positive/negative thresholds in dense production cells', 'Improve data accuracy via precise region configuration', 'Review dashboard metrics and product enhancements to identify opportunities']",False,,nonsafety,False
Customs and Regulation Services,"['Automated global regulation monitoring for customs services', 'Conversational AI overlay for customs platform']",True,These reference unrelated customer technology projects outside Voxel's scope.,nonsafety,False
IoT Supply Chain Devices,['IoT devices for the general supply chain'],True,This is a broad technology mention unrelated to Voxel's computer vision product.,nonsafety,False
Obstruction Detection and Compliance,"['Obstruction detection for Federal Safety Bureau compliance and fines avoidance', 'Obstruction detection standardization across sites']",False,,nonsafety,False
PPE Compliance Monitoring,"['Food hygiene PPE compliance (hair nets and beard nets)', 'Food safety PPE compliance (hair nets and beard nets)', 'Food safety and controlled-environment compliance monitoring']",False,,nonsafety,True
Workers' Comp and Insurance,"[""Lower workers' comp premiums by demonstrating improved risk"", 'Reduce injury and liability costs via targeted interventions', 'Evaluate value using claims and injury trends']",False,,nonsafety,False
Equipment Shutdown Detection,['Machine shutdown use case (operations)'],False,,nonsafety,False
Privacy Protection Features,['Protect privacy via body blurring to support wider use'],False,,nonsafety,False
Hot Desk and Office Usage,"['Hot desk booking and seat allocation', 'Attendance visibility and office usage analytics']",False,,nonsafety,False
No-Parking Zone Enforcement,['No‑parking zone enforcement'],False,,nonsafety,False
Ergonomics and Injury Prevention,['Ergonomics detection and real-time coaching (reduce injuries and costs)'],False,,nonsafety,False
AGV Protection,['Protect laser-guided vehicles (AGVs) from damage'],False,,nonsafety,False
Door and Asset Damage Prevention,['Door/asset damage prevention via intersection monitoring'],False,,nonsafety,False
Sensitive Inventory Monitoring,['Sensitive-inventory monitoring pilot'],False,,nonsafety,False
Alert Volume Management,['Noise reduction via selective use case scoping'],False,,nonsafety,False
Historical Data Review,['Use historical data to support internal review'],False,,nonsafety,False
Task Status Alerts,['Trash/returns processing late-status alert'],False,,nonsafety,False
Executive Expansion Reporting,['Executive reporting for expansion decision'],True,"This describes internal decision-making support, not a specific product use case.",nonsafety,False
Forklift Idle Time Monitoring,"['Fork truck idle time monitoring (via Sterling Axis Insights)', 'Charger parking duration telemetry']",False,,nonsafety,False
